YNSM_NO,YNSM_CUST,ynsd_prod,ynsd_qty,ynsd_amt,YN_DATE
S2260118            ,A0172     ,PS051D2DS05000000001,1,209090.91,6/30/2022
S2260118            ,A0172     ,PS053A2DG54000000F01,1,609090.91,6/30/2022
S2260118            ,A0172     ,PS051C8DR47000000001,1,372727.27,6/30/2022
S2260118            ,A0172     ,PS05645DS05000000F01,1,500000,6/30/2022
S2260118            ,A0172     ,PS051BZDYE1S08301001,1,254545.46,6/30/2022
S2260118            ,A0172     ,SXV02213SCA001001,1,72727.27,6/30/2022
S2260119            ,A0172     ,PS05848DB07000000G01,2,312272.73,6/30/2022
S2260119            ,A0172     ,PS05848DG54000000F01,2,312272.73,6/30/2022
S2260119            ,A0172     ,PS05848DLG6000000F01,2,312272.73,6/30/2022
S2260119            ,A0172     ,PS05848DH03B023B1F01,2,360000,6/30/2022
S2260119            ,A0172     ,PS05849DB01000000F01,1,218181.82,6/30/2022
S2260119            ,A0172     ,PS05849DLG6000000F01,2,218181.82,6/30/2022
S2260119            ,A0172     ,PS05849DS51000000F01,1,218181.82,6/30/2022
S2260119            ,A0172     ,PS05849DB01000000G01,1,218181.82,6/30/2022
S2260119            ,A0172     ,PS05849DLG6000000G01,1,218181.82,6/30/2022
S2260119            ,A0172     ,PS05849DG54000000E01,2,218181.82,6/30/2022
S2260119            ,A0172     ,PS05849DB07B0171BG01,1,269090.91,6/30/2022
S2260119            ,A0172     ,PS05846DB05A20712E01,2,272727.27,6/30/2022
S2260119            ,A0172     ,PS05846DB05A20713E01,1,272727.27,6/30/2022
S2260119            ,A0172     ,PS05846DB05A2071GE01,1,272727.27,6/30/2022
S2260119            ,A0172     ,PS05846DB05A17415F01,1,272727.27,6/30/2022
S2260119            ,A0172     ,PS05846DB05A17419F01,2,272727.27,6/30/2022
S2260119            ,A0172     ,PS05846DB03000000F01,2,254545.46,6/30/2022
S2260119            ,A0172     ,PS05846DB05A20713F01,3,272727.27,6/30/2022
S2260119            ,A0172     ,PS05846DB05A2071GF01,1,272727.27,6/30/2022
S2260119            ,A0172     ,PS05846DB05A20713G01,1,272727.27,6/30/2022
S2260119            ,A0172     ,PS05846DB01A17313G01,1,272727.27,6/30/2022
S2260119            ,A0172     ,PS05846DB01A1731CG01,1,272727.27,6/30/2022
S2260119            ,A0172     ,PS05846DB01A1731EG01,1,272727.27,6/30/2022
S2260119            ,A0172     ,PS05157DL06K0541B001,1,90909.09,6/30/2022
S2260120            ,A0172     ,PS05310DW01W24501F01,2,136363.64,6/30/2022
S2260120            ,A0172     ,PS05310DW01W26813F01,3,136363.64,6/30/2022
S2260121            ,A0172     ,PS053A2DR47000000F01,3,281818.18,6/30/2022
S2260121            ,A0172     ,PS05298DR47A1891BF01,1,266363.64,6/30/2022
S2260121            ,A0172     ,PS051B9DB07S08016001,1,180454.55,6/30/2022
S2260121            ,A0172     ,PS051B9DB05S08015001,3,180454.55,6/30/2022
S2260121            ,A0172     ,PS051B9DLG6S08010001,2,180454.55,6/30/2022
S2260106            ,A0240     ,PS051A1DB07000000001,10,232272.73,6/29/2022
S2260106            ,A0240     ,PS051A1DLG6000000001,5,232272.73,6/29/2022
S2260106            ,A0240     ,PS051A1DL06000000001,5,227272.73,6/29/2022
S2260106            ,A0240     ,PS051A1DS05000000001,5,227272.73,6/29/2022
S2260106            ,A0240     ,PS051A1DR11000000001,2,227272.73,6/29/2022
S2260106            ,A0240     ,PS051A1DW01000000001,3,231818.18,6/29/2022
S2260107            ,A0486     ,PS051A1DB07000000001,5,214090.91,6/29/2022
S2260107            ,A0486     ,PS051A1DLG6000000001,3,214090.91,6/29/2022
S2260107            ,A0486     ,PS051A1DL06000000001,3,209090.91,6/29/2022
S2260107            ,A0486     ,PS051A1DR11000000001,15,209090.91,6/29/2022
S2260107            ,A0486     ,PS051A1DY03000000001,10,209090.91,6/29/2022
S2260107            ,A0486     ,PS051A1DS05000000001,2,209090.91,6/29/2022
S2260107            ,A0486     ,PS051A1DW01000000001,10,213636.36,6/29/2022
S2260108            ,A0239     ,PS051A1DB07000000001,25,232272.73,6/29/2022
S2260108            ,A0239     ,PS051A1DW01000000001,15,231818.18,6/29/2022
S2260108            ,A0239     ,PS051A1DS05000000001,8,227272.73,6/29/2022
S2260108            ,A0239     ,SXV02645SCA003001,10,62727.27,6/29/2022
S2260109            ,A0486     ,PS05L02DB07000000F01,2,343636.36,6/29/2022
S2260109            ,A0486     ,PS05L02DB07000000F02,5,343636.36,6/29/2022
S2260109            ,A0486     ,PS05L02DB07000000F03,4,343636.36,6/29/2022
S2260109            ,A0486     ,PS05L02DW06000000F01,1,343636.36,6/29/2022
S2260110            ,A0181     ,SXV02529SCA003001,100,35454.55,6/29/2022
S2260111            ,A0181     ,PS051A1DB07000000001,10,214090.91,6/29/2022
S2260111            ,A0181     ,PS051A1DLG6000000001,5,214090.91,6/29/2022
S2260111            ,A0181     ,PS051A1DL06000000001,5,209090.91,6/29/2022
S2260111            ,A0181     ,PS051A1DW01000000001,5,213636.36,6/29/2022
S2260104            ,A0632     ,SXV02128SCA001001,60,35454.55,6/28/2022
S2260104            ,A0632     ,PS051CBDY03000000001,6,171818.18,6/28/2022
S2260105            ,A0632     ,PS051CBDW01000000001,12,171818.18,6/28/2022
S2260105            ,A0632     ,PS051CBDY03000000001,12,171818.18,6/28/2022
S2260100            ,A0585     ,PS051E4DY03000000001,11,140909.09,6/27/2022
S2260100            ,A0585     ,PS051E4DR48000000001,6,140909.09,6/27/2022
S2260100            ,A0585     ,PS051E4DG04000000001,4,140909.09,6/27/2022
S2260100            ,A0585     ,PS051E4DY04000000001,3,140909.09,6/27/2022
S2260101            ,A0462     ,PS051E4DB07000000001,13,138636.36,6/27/2022
S2260101            ,A0462     ,PS051E4DLG6000000001,13,138636.36,6/27/2022
S2260101            ,A0462     ,PS051E4DS51000000001,13,138636.36,6/27/2022
S2260101            ,A0462     ,PS051E4DB03000000001,13,133636.36,6/27/2022
S2260101            ,A0462     ,PS051E4DG04000000001,13,133636.36,6/27/2022
S2260101            ,A0462     ,PS051E4DL50000000001,12,133636.36,6/27/2022
S2260101            ,A0462     ,PS051E4DR01000000001,12,133636.36,6/27/2022
S2260101            ,A0462     ,PS051E4DR11000000001,12,133636.36,6/27/2022
S2260101            ,A0462     ,PS051E4DR47000000001,6,133636.36,6/27/2022
S2260101            ,A0462     ,PS051E4DY03000000001,13,133636.36,6/27/2022
S2260101            ,A0462     ,PS051E4DY04000000001,12,133636.36,6/27/2022
S2260101            ,A0462     ,PS051E4DY86000000001,12,133636.36,6/27/2022
S2260101            ,A0462     ,PS051AVDB07000000001,24,176818.18,6/27/2022
S2260102            ,A0181     ,PS051E4DLG6000000001,30,138636.36,6/27/2022
S2260102            ,A0181     ,PS051E4DRB1000000001,12,138636.36,6/27/2022
S2260102            ,A0181     ,PS051E4DS51000000001,12,138636.36,6/27/2022
S2260102            ,A0181     ,PS051E4DG04000000001,12,133636.36,6/27/2022
S2260102            ,A0181     ,PS051E4DR01000000001,12,133636.36,6/27/2022
S2260102            ,A0181     ,PS051E4DR48000000001,6,133636.36,6/27/2022
S2260102            ,A0181     ,PS051E4DR11000000001,12,133636.36,6/27/2022
S2260103            ,A0441     ,SXV02213SCA001001,5,35454.55,6/27/2022
S2260103            ,A0441     ,SXV02213SCA003001,5,35454.55,6/27/2022
S2260103            ,A0441     ,PS05267DB07000000G01,24,329545.46,6/27/2022
S2260099            ,A0544     ,PS05201DS05000000001,6,260909.09,6/25/2022
S2260099            ,A0544     ,PS051C8DS51000000001,5,205000,6/25/2022
S2260099            ,A0544     ,PS051C8DY03000000001,3,200000,6/25/2022
S2260099            ,A0544     ,PS051C8DR01000000001,2,200000,6/25/2022
S2260093            ,A0630     ,PS05201DL06000000001,1,260909.09,6/24/2022
S2260093            ,A0630     ,PS05201DR11000000001,1,260909.09,6/24/2022
S2260093            ,A0630     ,PS05201DS01000000001,1,260909.09,6/24/2022
S2260093            ,A0630     ,PS05831DR49A04718F01,1,620000,6/24/2022
S2260093            ,A0630     ,PS05831DR01A04718G01,1,601818.18,6/24/2022
S2260093            ,A0630     ,PS05831DB01A047A2G01,1,601818.18,6/24/2022
S2260093            ,A0630     ,PS05831DW01A047B3G01,1,601818.18,6/24/2022
S2260093            ,A0630     ,PS05831DB07000000H01,2,506818.18,6/24/2022
S2260093            ,A0630     ,PS05831DLG6000000H01,1,506818.18,6/24/2022
S2260094            ,A0176     ,PS05248DY03000000001,40,208181.82,6/24/2022
S2260094            ,A0176     ,PS05248DW01000000001,8,208181.82,6/24/2022
S2260095            ,A0536     ,PS05248DS01000000001,12,208181.82,6/24/2022
S2260096            ,A0536     ,PS05248DR11000000001,180,208181.82,6/24/2022
S2260096            ,A0536     ,PS05248DY03000000001,48,208181.82,6/24/2022
S2260097            ,A0290     ,PS051E5DB07000000001,5,155909.09,6/24/2022
S2260097            ,A0290     ,PS051E4DR11000000001,2,140909.09,6/24/2022
S2260097            ,A0290     ,PS051E4DY03000000001,2,140909.09,6/24/2022
S2260097            ,A0290     ,PS051E4DG04000000001,2,140909.09,6/24/2022
S2260097            ,A0290     ,PS051E4DB03000000001,2,140909.09,6/24/2022
S2260097            ,A0290     ,PS051E4DB07000000001,2,145909.09,6/24/2022
S2260097            ,A0290     ,PS051E4DRB1000000001,2,145909.09,6/24/2022
S2260097            ,A0290     ,SXV02128SCA003001,10,39090.91,6/24/2022
S2260097            ,A0290     ,PS05267DB07000000G01,4,345909.09,6/24/2022
S2260097            ,A0290     ,PS05267DLA8000000G01,2,345909.09,6/24/2022
S2260097            ,A0290     ,PS05267DS05000000G01,2,340909.09,6/24/2022
S2260097            ,A0290     ,PS05201DL06000000001,2,260909.09,6/24/2022
S2260097            ,A0290     ,PS05201DS05000000001,2,260909.09,6/24/2022
S2260097            ,A0290     ,PS05201DS01000000001,1,260909.09,6/24/2022
S2260098            ,A0666     ,PS05849DB07000000H01,14,218181.82,6/24/2022
S2260098            ,A0666     ,PS05849DS51000000H01,1,218181.82,6/24/2022
S2260098            ,A0666     ,PS05849DS05000000H01,5,218181.82,6/24/2022
S2260098            ,A0666     ,PS05849DB07000000G01,8,218181.82,6/24/2022
S2260098            ,A0666     ,PS05849DG63000000G01,4,218181.82,6/24/2022
S2260098            ,A0666     ,PS05849DLG6000000G01,1,218181.82,6/24/2022
S2260098            ,A0666     ,PS05849DS51000000G01,2,218181.82,6/24/2022
S2260098            ,A0666     ,PS05849DS05000000G01,1,218181.82,6/24/2022
S2260090            ,A0675     ,PS05849DS51000000G01,21,218181.82,6/23/2022
S2260090            ,A0675     ,PS05849DG63000000G01,10,218181.82,6/23/2022
S2260090            ,A0675     ,PS05849DG63000000H01,30,218181.82,6/23/2022
S2260091            ,A0566     ,PS05831DB07000000H01,6,482272.73,6/23/2022
S2260091            ,A0566     ,PS05831DLG6000000H01,3,482272.73,6/23/2022
S2260091            ,A0566     ,PS05831DS51000000H01,3,482272.73,6/23/2022
S2260092            ,A0253     ,PS05849DG63000000G01,26,218181.82,6/23/2022
S2260086            ,A0274     ,PS05849DS05000000G01,18,218181.82,6/22/2022
S2260086            ,A0274     ,PS05849DS51000000G01,7,218181.82,6/22/2022
S2260086            ,A0274     ,PS05849DG63000000H01,10,218181.82,6/22/2022
S2260086            ,A0274     ,PS05849DS51000000H01,5,218181.82,6/22/2022
S2260087            ,A0446     ,PS05201DL06000000001,3,260909.09,6/22/2022
S2260087            ,A0446     ,PS05201DS01000000001,3,260909.09,6/22/2022
S2260087            ,A0446     ,PS05201DB03000000001,3,260909.09,6/22/2022
S2260087            ,A0446     ,PS05201DS05000000001,3,260909.09,6/22/2022
S2260087            ,A0446     ,PS051E4DB07000000001,4,145909.09,6/22/2022
S2260087            ,A0446     ,PS051E4DRB1000000001,4,145909.09,6/22/2022
S2260087            ,A0446     ,PS051E4DY03000000001,4,140909.09,6/22/2022
S2260087            ,A0446     ,PS051E4DG04000000001,3,140909.09,6/22/2022
S2260088            ,A0574     ,PS051C8DR11000000001,10,180000,6/22/2022
S2260088            ,A0574     ,PS051C8DL06000000001,14,180000,6/22/2022
S2260088            ,A0574     ,PS051C8DY03000000001,3,180000,6/22/2022
S2260088            ,A0574     ,PS051C8DR01000000001,3,180000,6/22/2022
S2260089            ,A0701     ,PS051E4DB07000000001,24,145909.09,6/22/2022
S2260089            ,A0701     ,PS051E4DLG6000000001,10,145909.09,6/22/2022
S2260089            ,A0701     ,PS051E4DR01000000001,8,140909.09,6/22/2022
S2260089            ,A0701     ,PS051E4DY04000000001,6,140909.09,6/22/2022
S2260089            ,A0701     ,PS051E4DY03000000001,10,140909.09,6/22/2022
S2260089            ,A0701     ,PS05267DB07000000G01,5,345909.09,6/22/2022
S2260089            ,A0701     ,PS05267DLA8000000G01,3,345909.09,6/22/2022
S2260089            ,A0701     ,PS05267DS05000000G01,2,340909.09,6/22/2022
S2260089            ,A0701     ,PS05267DB07000000F01,5,345909.09,6/22/2022
S2260089            ,A0701     ,PS05267DLA8000000F01,3,345909.09,6/22/2022
S2260089            ,A0701     ,PS05267DS05000000F01,2,340909.09,6/22/2022
S2260079            ,A0200     ,PS051C8DB07000000001,23,185000,6/21/2022
S2260079            ,A0200     ,PS051C8DLG6000000001,6,185000,6/21/2022
S2260079            ,A0200     ,PS051C8DL06000000001,9,180000,6/21/2022
S2260079            ,A0200     ,PS051C8DR01000000001,6,180000,6/21/2022
S2260079            ,A0200     ,PS051C8DR11000000001,6,180000,6/21/2022
S2260079            ,A0200     ,PS051C8DR47000000001,4,180000,6/21/2022
S2260079            ,A0200     ,PS051C8DY03000000001,6,180000,6/21/2022
S2260080            ,A0678     ,PS051C8DLG6000000001,5,185000,6/21/2022
S2260080            ,A0678     ,PS051C8DR12000000001,11,185000,6/21/2022
S2260080            ,A0678     ,PS051C8DB03000000001,12,180000,6/21/2022
S2260080            ,A0678     ,PS051C8DR11000000001,6,180000,6/21/2022
S2260080            ,A0678     ,PS051C8DR47000000001,6,180000,6/21/2022
S2260080            ,A0678     ,PS051C8DW01000000001,24,180000,6/21/2022
S2260080            ,A0678     ,PS051C8DY03000000001,12,180000,6/21/2022
S2260081            ,A0285     ,PS053A2DB07000000E01,5,301363.64,6/21/2022
S2260081            ,A0285     ,PS053A2DY86000000F01,3,296363.64,6/21/2022
S2260082            ,A0285     ,PS051AVDB07000000001,17,176818.18,6/21/2022
S2260083            ,A0285     ,PS051AVDS08000000001,5,176818.18,6/21/2022
S2260084            ,A0305     ,PS05109DY03W123B1001,10,178181.82,6/21/2022
S2260084            ,A0305     ,PS051E4DY03000000001,5,140909.09,6/21/2022
S2260084            ,A0305     ,PS051E4DR11000000001,3,140909.09,6/21/2022
S2260084            ,A0305     ,PS051E4DY04000000001,3,140909.09,6/21/2022
S2260084            ,A0305     ,PS051E4DB07000000001,3,145909.09,6/21/2022
S2260085            ,A0175     ,PS05849DS51000000H01,5,323181.82,6/21/2022
S2260085            ,A0175     ,PS05201DS05000000001,5,260909.09,6/21/2022
S2260075            ,A0192     ,SXV02128SCA001001,60,35454.55,6/20/2022
S2260076            ,A0419     ,PS051E4DR11000000001,10,140909.09,6/20/2022
S2260076            ,A0419     ,PS051E4DY03000000001,10,140909.09,6/20/2022
S2260076            ,A0419     ,PS051E4DB07000000001,10,145909.09,6/20/2022
S2260077            ,A0492     ,PS05849DLG6000000G01,10,218181.82,6/20/2022
S2260077            ,A0492     ,PS05849DS05000000G01,3,218181.82,6/20/2022
S2260077            ,A0492     ,PS05849DS51000000H01,10,218181.82,6/20/2022
S2260077            ,A0492     ,PS05849DS05000000H01,7,218181.82,6/20/2022
S2260077            ,A0492     ,PS05849DS51000000G01,10,218181.82,6/20/2022
S2260078            ,A0544     ,PS051E4DR11000000001,3,140909.09,6/20/2022
S2260078            ,A0544     ,PS051E4DY03000000001,3,140909.09,6/20/2022
S2260078            ,A0544     ,PS051E4DS01000000001,1,140909.09,6/20/2022
S2260078            ,A0544     ,PS051E4DLG6000000001,3,145909.09,6/20/2022
S2260078            ,A0544     ,PS051E4DB07000000001,2,145909.09,6/20/2022
S2260078            ,A0544     ,PS051E4DS51000000001,2,145909.09,6/20/2022
S2260078            ,A0544     ,PS05849DS51000000H01,3,323181.82,6/20/2022
S2260062            ,A0211     ,PS051E4DG04000000001,24,133636.36,6/18/2022
S2260063            ,A0192     ,PS05849DLG6000000G01,10,218181.82,6/18/2022
S2260063            ,A0192     ,PS05849DS51000000G01,5,218181.82,6/18/2022
S2260063            ,A0192     ,PS05849DS05000000G01,5,218181.82,6/18/2022
S2260063            ,A0192     ,PS05849DB07000000H01,20,218181.82,6/18/2022
S2260064            ,A0197     ,PS05849DLG6000000H01,2,218181.82,6/18/2022
S2260064            ,A0197     ,PS05849DB07000000H01,40,218181.82,6/18/2022
S2260065            ,A0200     ,PS05201DS05000000001,24,248181.82,6/18/2022
S2260066            ,A0211     ,PS05849DB07000000H01,60,218181.82,6/18/2022
S2260067            ,A0215     ,PS05849DB07000000G01,25,218181.82,6/18/2022
S2260067            ,A0215     ,PS05849DLG6000000G01,37,218181.82,6/18/2022
S2260067            ,A0215     ,PS05849DS05000000G01,37,218181.82,6/18/2022
S2260067            ,A0215     ,PS05849DB07000000H01,68,218181.82,6/18/2022
S2260067            ,A0215     ,PS05849DLG6000000H01,36,218181.82,6/18/2022
S2260067            ,A0215     ,PS05849DS05000000H01,37,218181.82,6/18/2022
S2260068            ,A0217     ,PS05849DB07000000H01,32,218181.82,6/18/2022
S2260068            ,A0217     ,PS05849DLG6000000H01,5,218181.82,6/18/2022
S2260068            ,A0217     ,PS05849DS05000000H01,3,218181.82,6/18/2022
S2260069            ,A0260     ,PS05849DB07000000G01,12,218181.82,6/18/2022
S2260069            ,A0260     ,PS05849DLG6000000G01,12,218181.82,6/18/2022
S2260069            ,A0260     ,PS05849DG63000000G01,6,218181.82,6/18/2022
S2260069            ,A0260     ,PS05849DS05000000G01,6,218181.82,6/18/2022
S2260069            ,A0260     ,PS05849DB07000000H01,12,218181.82,6/18/2022
S2260069            ,A0260     ,PS05849DLG6000000H01,12,218181.82,6/18/2022
S2260069            ,A0260     ,PS05849DG63000000H01,6,218181.82,6/18/2022
S2260069            ,A0260     ,PS05849DS05000000H01,6,218181.82,6/18/2022
S2260070            ,A0403     ,PS05849DB07000000G01,3,323181.82,6/18/2022
S2260070            ,A0403     ,PS05849DS51000000G01,1,323181.82,6/18/2022
S2260070            ,A0403     ,PS05849DS51000000H01,2,323181.82,6/18/2022
S2260070            ,A0403     ,PS05201DS05000000001,5,260909.09,6/18/2022
S2260071            ,A0486     ,PS05849DB07000000G01,24,218181.82,6/18/2022
S2260071            ,A0486     ,PS05849DB07000000H01,60,218181.82,6/18/2022
S2260072            ,A0566     ,PS05849DB07000000H01,20,218181.82,6/18/2022
S2260072            ,A0566     ,PS05849DLG6000000H01,15,218181.82,6/18/2022
S2260072            ,A0566     ,PS05849DS51000000H01,15,218181.82,6/18/2022
S2260073            ,A0668     ,PS05849DB07000000G01,24,218181.82,6/18/2022
S2260073            ,A0668     ,PS05849DLG6000000G01,2,218181.82,6/18/2022
S2260073            ,A0668     ,PS05849DS51000000G01,2,218181.82,6/18/2022
S2260073            ,A0668     ,PS05849DG63000000G01,2,218181.82,6/18/2022
S2260073            ,A0668     ,PS05849DS05000000G01,2,218181.82,6/18/2022
