"prd_no","logo","model","std","color","sqa","sqa_color","size","prd_name"
PI05639EW01A2471BE01,印尼隆輝,"613C",SNI,白,AJ19水漂,紅,M,ZEUS 613C
PI05639EW01A2471BF01,印尼隆輝,"613C",SNI,白,AJ19水漂,紅,L,ZEUS 613C
PI05639EW01A2471BG01,印尼隆輝,"613C",SNI,白,AJ19水漂,紅,XL,ZEUS 613C
PI05639EW01A2481BE01,印尼隆輝,"613C",SNI,白,AJ20水漂,紅,M,ZEUS 613C
PI05639EW01A2481BF01,印尼隆輝,"613C",SNI,白,AJ20水漂,紅,L,ZEUS 613C
PI05639EW01A2481BG01,印尼隆輝,"613C",SNI,白,AJ20水漂,紅,XL,ZEUS 613C
PI05639EW01A39019E01,印尼隆輝,"613C",SNI,白,AJ42水漂,灰,M,ZEUS 613C
PI05639EW01A39019F01,印尼隆輝,"613C",SNI,白,AJ42水漂,灰,L,ZEUS 613C
PI05639EW01A39019G01,印尼隆輝,"613C",SNI,白,AJ42水漂,灰,XL,ZEUS 613C
PI05639EYG2A390C6E01,印尼隆輝,"613C",SNI,抗刮消光奶茶,AJ42水漂,深藍,M,ZEUS 613C
PI05639EYG2A390C6F01,印尼隆輝,"613C",SNI,抗刮消光奶茶,AJ42水漂,深藍,L,ZEUS 613C
PI05639EYG2A390C6G01,印尼隆輝,"613C",SNI,抗刮消光奶茶,AJ42水漂,深藍,XL,ZEUS 613C
PI05640EB01000000E01,印尼隆輝,"617",SNI,素黑,素色,素色,M,ZEUS 617
PI05640EB01000000F01,印尼隆輝,"617",SNI,素黑,素色,素色,L,ZEUS 617
PI05640EB01000000G01,印尼隆輝,"617",SNI,素黑,素色,素色,XL,ZEUS 617
PI05640EB05000000F01,印尼隆輝,"617",SNI,彈性黑,素色,素色,L,ZEUS 617
PI05640EB07000000E01,印尼隆輝,"617",SNI,抗刮消光黑,素色,素色,M,ZEUS 617
PI05640EB07000000F01,印尼隆輝,"617",SNI,抗刮消光黑,素色,素色,L,ZEUS 617
PI05640EB07000000G01,印尼隆輝,"617",SNI,抗刮消光黑,素色,素色,XL,ZEUS 617
PI05640EH02000000E01,印尼隆輝,"617",SNI,新鐵灰,素色,素色,M,ZEUS 617
PI05640EH02000000F01,印尼隆輝,"617",SNI,新鐵灰,素色,素色,L,ZEUS 617
PI05640EH02000000G01,印尼隆輝,"617",SNI,新鐵灰,素色,素色,XL,ZEUS 617
PI05640EH13000000E01,印尼隆輝,"617",SNI,冷灰11C,素色,素色,M,ZEUS 617
PI05640EH13000000F01,印尼隆輝,"617",SNI,冷灰11C,素色,素色,L,ZEUS 617
PI05640EH13000000G01,印尼隆輝,"617",SNI,冷灰11C,素色,素色,XL,ZEUS 617
PI05640EH55000000E01,印尼隆輝,"617",SNI,ForVN 加深奧迪灰-PX(G215-GY-4544),素色,素色,M,ZEUS 617
PI05640EH55000000F01,印尼隆輝,"617",SNI,ForVN 加深奧迪灰-PX(G215-GY-4544),素色,素色,L,ZEUS 617
PI05640EH55000000G01,印尼隆輝,"617",SNI,ForVN 加深奧迪灰-PX(G215-GY-4544),素色,素色,XL,ZEUS 617
PI05640EM08000000E01,印尼隆輝,"617",SNI,變色龍502-6,素色,素色,M,ZEUS 617
PI05640EM08000000F01,印尼隆輝,"617",SNI,變色龍502-6,素色,素色,L,ZEUS 617
PI05640EM08000000G01,印尼隆輝,"617",SNI,變色龍502-6,素色,素色,XL,ZEUS 617
PI05640ES01000000E01,印尼隆輝,"617",SNI,白銀,素色,素色,M,ZEUS 617
PI05640ES01000000F01,印尼隆輝,"617",SNI,白銀,素色,素色,L,ZEUS 617
PI05640ES01000000G01,印尼隆輝,"617",SNI,白銀,素色,素色,XL,ZEUS 617
PI05640ES52000000E01,印尼隆輝,"617",SNI,抗刮消光珍珠黑銀Black 7C,素色,素色,M,ZEUS 617
PI05640ES52000000F01,印尼隆輝,"617",SNI,抗刮消光珍珠黑銀Black 7C,素色,素色,L,ZEUS 617
PI05640ES52000000G01,印尼隆輝,"617",SNI,抗刮消光珍珠黑銀Black 7C,素色,素色,XL,ZEUS 617
PI05640EW01000000E01,印尼隆輝,"617",SNI,白,素色,素色,M,ZEUS 617
PI05640EW01000000F01,印尼隆輝,"617",SNI,白,素色,素色,L,ZEUS 617
PI05640EW01000000G01,印尼隆輝,"617",SNI,白,素色,素色,XL,ZEUS 617
PI05657EB01000000D01,印尼隆輝,"627B",SNI,素黑,素色,素色,S,ZEUS 627B(627)
PI05657EB01000000E01,印尼隆輝,"627B",SNI,素黑,素色,素色,M,ZEUS 627B(627)
PI05657EB01000000F01,印尼隆輝,"627B",SNI,素黑,素色,素色,L,ZEUS 627B(627)
PI05657EB01000000G01,印尼隆輝,"627B",SNI,素黑,素色,素色,XL,ZEUS 627B(627)
PI05657EB01000000H01,印尼隆輝,"627B",SNI,素黑,素色,素色,"2XL",ZEUS 627B(627)
PI05657EB07000000D01,印尼隆輝,"627B",SNI,抗刮消光黑,素色,素色,S,ZEUS 627B(627)
PI05657EB07000000E01,印尼隆輝,"627B",SNI,抗刮消光黑,素色,素色,M,ZEUS 627B(627)
PI05657EB07000000F01,印尼隆輝,"627B",SNI,抗刮消光黑,素色,素色,L,ZEUS 627B(627)
PI05657EB07000000G01,印尼隆輝,"627B",SNI,抗刮消光黑,素色,素色,XL,ZEUS 627B(627)
PI05657EB07000000H01,印尼隆輝,"627B",SNI,抗刮消光黑,素色,素色,"2XL",ZEUS 627B(627)
PI05657EB07B06116E01,印尼隆輝,"627B",SNI,抗刮消光黑,BM4水漂,銀,M,ZEUS 627B(627)
PI05657EB07B06116F01,印尼隆輝,"627B",SNI,抗刮消光黑,BM4水漂,銀,L,ZEUS 627B(627)
PI05657EB07B06116G01,印尼隆輝,"627B",SNI,抗刮消光黑,BM4水漂,銀,XL,ZEUS 627B(627)
PI05657EB07B0621HE01,印尼隆輝,"627B",SNI,抗刮消光黑,BM7水漂,螢光黃,M,ZEUS 627B(627)
PI05657EB07B0621HF01,印尼隆輝,"627B",SNI,抗刮消光黑,BM7水漂,螢光黃,L,ZEUS 627B(627)
PI05657EB07B0621HG01,印尼隆輝,"627B",SNI,抗刮消光黑,BM7水漂,螢光黃,XL,ZEUS 627B(627)
PI05657EB07B063B5E01,印尼隆輝,"627B",SNI,抗刮消光黑,BM10水漂,黑黃,M,ZEUS 627B(627)
PI05657EB07B063B5F01,印尼隆輝,"627B",SNI,抗刮消光黑,BM10水漂,黑黃,L,ZEUS 627B(627)
PI05657EB07B063B5G01,印尼隆輝,"627B",SNI,抗刮消光黑,BM10水漂,黑黃,XL,ZEUS 627B(627)
PI05657EG54000000E01,印尼隆輝,"627B",SNI,抗刮消光墨綠5743C,素色,素色,M,ZEUS 627B(627)
PI05657EG54000000F01,印尼隆輝,"627B",SNI,抗刮消光墨綠5743C,素色,素色,L,ZEUS 627B(627)
PI05657EG54000000G01,印尼隆輝,"627B",SNI,抗刮消光墨綠5743C,素色,素色,XL,ZEUS 627B(627)
PI05657EG54000000H01,印尼隆輝,"627B",SNI,抗刮消光墨綠5743C,素色,素色,"2XL",ZEUS 627B(627)
PI05657EH13000000E01,印尼隆輝,"627B",SNI,冷灰11C,素色,素色,M,ZEUS 627B(627)
PI05657EH13000000F01,印尼隆輝,"627B",SNI,冷灰11C,素色,素色,L,ZEUS 627B(627)
PI05657EH13000000G01,印尼隆輝,"627B",SNI,冷灰11C,素色,素色,XL,ZEUS 627B(627)
PI05657EH13000000H01,印尼隆輝,"627B",SNI,冷灰11C,素色,素色,"2XL",ZEUS 627B(627)
PI05657EH55000000E01,印尼隆輝,"627B",SNI,ForVN 加深奧迪灰-PX(G215-GY-4544),素色,素色,M,ZEUS 627B(627)
PI05657EH55000000F01,印尼隆輝,"627B",SNI,ForVN 加深奧迪灰-PX(G215-GY-4544),素色,素色,L,ZEUS 627B(627)
PI05657EH55000000G01,印尼隆輝,"627B",SNI,ForVN 加深奧迪灰-PX(G215-GY-4544),素色,素色,XL,ZEUS 627B(627)
PI05657EH55000000H01,印尼隆輝,"627B",SNI,ForVN 加深奧迪灰-PX(G215-GY-4544),素色,素色,"2XL",ZEUS 627B(627)
PI05657EM08000000E01,印尼隆輝,"627B",SNI,變色龍502-6,素色,素色,M,ZEUS 627B(627)
PI05657EM08000000F01,印尼隆輝,"627B",SNI,變色龍502-6,素色,素色,L,ZEUS 627B(627)
PI05657EM08000000G01,印尼隆輝,"627B",SNI,變色龍502-6,素色,素色,XL,ZEUS 627B(627)
PI05657EM08000000H01,印尼隆輝,"627B",SNI,變色龍502-6,素色,素色,"2XL",ZEUS 627B(627)
PI05657EM09000000E01,印尼隆輝,"627B",SNI,抗刮消光變色龍502-6,素色,素色,M,ZEUS 627B(627)
PI05657EM09000000F01,印尼隆輝,"627B",SNI,抗刮消光變色龍502-6,素色,素色,L,ZEUS 627B(627)
PI05657EM09000000G01,印尼隆輝,"627B",SNI,抗刮消光變色龍502-6,素色,素色,XL,ZEUS 627B(627)
PI05657ER01000000E01,印尼隆輝,"627B",SNI,大紅,素色,素色,M,ZEUS 627B(627)
PI05657ER01000000F01,印尼隆輝,"627B",SNI,大紅,素色,素色,L,ZEUS 627B(627)
PI05657ER01000000G01,印尼隆輝,"627B",SNI,大紅,素色,素色,XL,ZEUS 627B(627)
PI05657ERE1B06216E01,印尼隆輝,"627B",SNI,抗刮消光指定紅485C,BM7水漂,銀,M,ZEUS 627B(627)
PI05657ERE1B06216F01,印尼隆輝,"627B",SNI,抗刮消光指定紅485C,BM7水漂,銀,L,ZEUS 627B(627)
PI05657ERE1B06216G01,印尼隆輝,"627B",SNI,抗刮消光指定紅485C,BM7水漂,銀,XL,ZEUS 627B(627)
PI05657ES01000000E01,印尼隆輝,"627B",SNI,白銀,素色,素色,M,ZEUS 627B(627)
PI05657ES01000000F01,印尼隆輝,"627B",SNI,白銀,素色,素色,L,ZEUS 627B(627)
PI05657ES01000000G01,印尼隆輝,"627B",SNI,白銀,素色,素色,XL,ZEUS 627B(627)
PI05657ES01000000H01,印尼隆輝,"627B",SNI,白銀,素色,素色,"2XL",ZEUS 627B(627)
PI05657ES05000000E01,印尼隆輝,"627B",SNI,黑銀,素色,素色,M,ZEUS 627B(627)
PI05657ES05000000F01,印尼隆輝,"627B",SNI,黑銀,素色,素色,L,ZEUS 627B(627)
PI05657ES05000000G01,印尼隆輝,"627B",SNI,黑銀,素色,素色,XL,ZEUS 627B(627)
PI05657ES05000000H01,印尼隆輝,"627B",SNI,黑銀,素色,素色,"2XL",ZEUS 627B(627)
PI05657EW01000000E01,印尼隆輝,"627B",SNI,白,素色,素色,M,ZEUS 627B(627)
PI05657EW01000000F01,印尼隆輝,"627B",SNI,白,素色,素色,L,ZEUS 627B(627)
PI05657EW01000000G01,印尼隆輝,"627B",SNI,白,素色,素色,XL,ZEUS 627B(627)
PI05657EW01000000H01,印尼隆輝,"627B",SNI,白,素色,素色,"2XL",ZEUS 627B(627)
PI05657EY62000000E01,印尼隆輝,"627B",SNI,卡其黃JET-J,素色,素色,M,ZEUS 627B(627)
PI05657EY62000000F01,印尼隆輝,"627B",SNI,卡其黃JET-J,素色,素色,L,ZEUS 627B(627)
PI05657EY62000000G01,印尼隆輝,"627B",SNI,卡其黃JET-J,素色,素色,XL,ZEUS 627B(627)
PI05657EY62000000H01,印尼隆輝,"627B",SNI,卡其黃JET-J,素色,素色,"2XL",ZEUS 627B(627)
PI05657EYE4000000E01,印尼隆輝,"627B",SNI,抗刮消光咖啡7518C,素色,素色,M,ZEUS 627B(627)
PI05657EYE4000000F01,印尼隆輝,"627B",SNI,抗刮消光咖啡7518C,素色,素色,L,ZEUS 627B(627)
PI05657EYE4000000G01,印尼隆輝,"627B",SNI,抗刮消光咖啡7518C,素色,素色,XL,ZEUS 627B(627)
PI05657EYE4000000H01,印尼隆輝,"627B",SNI,抗刮消光咖啡7518C,素色,素色,"2XL",ZEUS 627B(627)
PI05657EYF6B06616E01,印尼隆輝,"627B",SNI,抗刮消光細白金黃銀,BM9水漂,銀,M,ZEUS 627B(627)
PI05657EYF6B06616F01,印尼隆輝,"627B",SNI,抗刮消光細白金黃銀,BM9水漂,銀,L,ZEUS 627B(627)
PI05657EYF6B06616G01,印尼隆輝,"627B",SNI,抗刮消光細白金黃銀,BM9水漂,銀,XL,ZEUS 627B(627)
PI05660EB01B10816E01,印尼隆輝,"631",SNI,素黑,BS2水漂,銀,M,ZEUS 631
PI05660EB01B10816F01,印尼隆輝,"631",SNI,素黑,BS2水漂,銀,L,ZEUS 631
PI05660EB01B10816G01,印尼隆輝,"631",SNI,素黑,BS2水漂,銀,XL,ZEUS 631
PI05660EB01B10816H01,印尼隆輝,"631",SNI,素黑,BS2水漂,銀,"2XL",ZEUS 631
PI05660EB07B10816E01,印尼隆輝,"631",SNI,抗刮消光黑,BS2水漂,銀,M,ZEUS 631
PI05660EB07B10816F01,印尼隆輝,"631",SNI,抗刮消光黑,BS2水漂,銀,L,ZEUS 631
PI05660EB07B10816G01,印尼隆輝,"631",SNI,抗刮消光黑,BS2水漂,銀,XL,ZEUS 631
PI05660EB07B10816H01,印尼隆輝,"631",SNI,抗刮消光黑,BS2水漂,銀,"2XL",ZEUS 631
PI05660EB07B1121BE01,印尼隆輝,"631",SNI,抗刮消光黑,BS3水漂,紅,M,ZEUS 631
PI05660EB07B1121BF01,印尼隆輝,"631",SNI,抗刮消光黑,BS3水漂,紅,L,ZEUS 631
PI05660EB07B1121BG01,印尼隆輝,"631",SNI,抗刮消光黑,BS3水漂,紅,XL,ZEUS 631
PI05660EB07B11313E01,印尼隆輝,"631",SNI,抗刮消光黑,BS5水漂,藍,M,ZEUS 631
PI05660EB07B11313F01,印尼隆輝,"631",SNI,抗刮消光黑,BS5水漂,藍,L,ZEUS 631
PI05660EB07B11313G01,印尼隆輝,"631",SNI,抗刮消光黑,BS5水漂,藍,XL,ZEUS 631
PI05660EB07B113B1E01,印尼隆輝,"631",SNI,抗刮消光黑,BS5水漂,黑銀,M,ZEUS 631
PI05660EB07B113B1F01,印尼隆輝,"631",SNI,抗刮消光黑,BS5水漂,黑銀,L,ZEUS 631
PI05660EB07B113B1G01,印尼隆輝,"631",SNI,抗刮消光黑,BS5水漂,黑銀,XL,ZEUS 631
PI05660ELK8B10816E01,印尼隆輝,"631",SNI,抗刮消光石墨藍,BS2水漂,銀,M,ZEUS 631
PI05660ELK8B10816F01,印尼隆輝,"631",SNI,抗刮消光石墨藍,BS2水漂,銀,L,ZEUS 631
PI05660ELK8B10816G01,印尼隆輝,"631",SNI,抗刮消光石墨藍,BS2水漂,銀,XL,ZEUS 631
PI05660ELK8B10816H01,印尼隆輝,"631",SNI,抗刮消光石墨藍,BS2水漂,銀,"2XL",ZEUS 631
PI05660EW01B10816E01,印尼隆輝,"631",SNI,白,BS2水漂,銀,M,ZEUS 631
PI05660EW01B10816F01,印尼隆輝,"631",SNI,白,BS2水漂,銀,L,ZEUS 631
PI05660EW01B10816G01,印尼隆輝,"631",SNI,白,BS2水漂,銀,XL,ZEUS 631
PI05660EW01B10816H01,印尼隆輝,"631",SNI,白,BS2水漂,銀,"2XL",ZEUS 631
PI05815EB0310391BE01,印尼隆輝,"806A",SNI,珍珠黑,II31水漂,紅,M,ZEUS 806A
PI05815EB0310391BF01,印尼隆輝,"806A",SNI,珍珠黑,II31水漂,紅,L,ZEUS 806A
PI05815EB0310391BG01,印尼隆輝,"806A",SNI,珍珠黑,II31水漂,紅,XL,ZEUS 806A
PI05815EB05000000E01,印尼隆輝,"806A",SNI,彈性黑,素色,素色,M,ZEUS 806A
PI05815EB05000000F01,印尼隆輝,"806A",SNI,彈性黑,素色,素色,L,ZEUS 806A
PI05815EB05000000G01,印尼隆輝,"806A",SNI,彈性黑,素色,素色,XL,ZEUS 806A
PI05815EB05103912E01,印尼隆輝,"806A",SNI,彈性黑,II31水漂,綠,M,ZEUS 806A
PI05815EB05103912F01,印尼隆輝,"806A",SNI,彈性黑,II31水漂,綠,L,ZEUS 806A
PI05815EB05103912G01,印尼隆輝,"806A",SNI,彈性黑,II31水漂,綠,XL,ZEUS 806A
PI05815EB0510391BE01,印尼隆輝,"806A",SNI,彈性黑,II31水漂,紅,M,ZEUS 806A
PI05815EB0510391BF01,印尼隆輝,"806A",SNI,彈性黑,II31水漂,紅,L,ZEUS 806A
PI05815EB0510391BG01,印尼隆輝,"806A",SNI,彈性黑,II31水漂,紅,XL,ZEUS 806A
PI05815EB0510531BE01,印尼隆輝,"806A",SNI,彈性黑,II43水漂,紅,M,ZEUS 806A
PI05815EB0510531BF01,印尼隆輝,"806A",SNI,彈性黑,II43水漂,紅,L,ZEUS 806A
PI05815EB0510531BG01,印尼隆輝,"806A",SNI,彈性黑,II43水漂,紅,XL,ZEUS 806A
PI05815EB05106010E01,印尼隆輝,"806A",SNI,彈性黑,II50水漂,白,M,ZEUS 806A
PI05815EB05106010F01,印尼隆輝,"806A",SNI,彈性黑,II50水漂,白,L,ZEUS 806A
PI05815EB05106010G01,印尼隆輝,"806A",SNI,彈性黑,II50水漂,白,XL,ZEUS 806A
PI05815EB07000000E01,印尼隆輝,"806A",SNI,抗刮消光黑,素色,素色,M,ZEUS 806A
PI05815EB07000000F01,印尼隆輝,"806A",SNI,抗刮消光黑,素色,素色,L,ZEUS 806A
PI05815EB07000000G01,印尼隆輝,"806A",SNI,抗刮消光黑,素色,素色,XL,ZEUS 806A
PI05815EB0710391BE01,印尼隆輝,"806A",SNI,抗刮消光黑,II31水漂,紅,M,ZEUS 806A
PI05815EB0710391BF01,印尼隆輝,"806A",SNI,抗刮消光黑,II31水漂,紅,L,ZEUS 806A
PI05815EB0710391BG01,印尼隆輝,"806A",SNI,抗刮消光黑,II31水漂,紅,XL,ZEUS 806A
PI05815EY9010391BE01,印尼隆輝,"806A",SNI,螢光黃#809,II31水漂,紅,M,ZEUS 806A
PI05815EY9010391BF01,印尼隆輝,"806A",SNI,螢光黃#809,II31水漂,紅,L,ZEUS 806A
PI05815EY9010391BG01,印尼隆輝,"806A",SNI,螢光黃#809,II31水漂,紅,XL,ZEUS 806A
PI05831EB01000000E01,印尼隆輝,"811",SNI,素黑,素色,素色,M,ZEUS 811
PI05831EB01000000F01,印尼隆輝,"811",SNI,素黑,素色,素色,L,ZEUS 811
PI05831EB01000000G01,印尼隆輝,"811",SNI,素黑,素色,素色,XL,ZEUS 811
PI05831EB01A04613E01,印尼隆輝,"811",SNI,素黑,AL5水漂,藍,M,ZEUS 811
PI05831EB01A04613F01,印尼隆輝,"811",SNI,素黑,AL5水漂,藍,L,ZEUS 811
PI05831EB01A04613G01,印尼隆輝,"811",SNI,素黑,AL5水漂,藍,XL,ZEUS 811
PI05831EB01A0461BE01,印尼隆輝,"811",SNI,素黑,AL5水漂,紅,M,ZEUS 811
PI05831EB01A0461BF01,印尼隆輝,"811",SNI,素黑,AL5水漂,紅,L,ZEUS 811
PI05831EB01A0461BG01,印尼隆輝,"811",SNI,素黑,AL5水漂,紅,XL,ZEUS 811
PI05831EB01A047A2E01,印尼隆輝,"811",SNI,素黑,AL6水漂,白紅,M,ZEUS 811
PI05831EB01A047A2F01,印尼隆輝,"811",SNI,素黑,AL6水漂,白紅,L,ZEUS 811
PI05831EB01A047A2G01,印尼隆輝,"811",SNI,素黑,AL6水漂,白紅,XL,ZEUS 811
PI05831EB01A091B3E01,印尼隆輝,"811",SNI,素黑,AL12水漂,黑紅,M,ZEUS 811
PI05831EB01A091B3F01,印尼隆輝,"811",SNI,素黑,AL12水漂,黑紅,L,ZEUS 811
PI05831EB01A091B3G01,印尼隆輝,"811",SNI,素黑,AL12水漂,黑紅,XL,ZEUS 811
PI05831EB01A13012E01,印尼隆輝,"811",SNI,素黑,AL28水漂,綠,M,ZEUS 811
PI05831EB01A13012F01,印尼隆輝,"811",SNI,素黑,AL28水漂,綠,L,ZEUS 811
PI05831EB01A13012G01,印尼隆輝,"811",SNI,素黑,AL28水漂,綠,XL,ZEUS 811
PI05831EB01A14613E01,印尼隆輝,"811",SNI,素黑,AL29水漂,藍,M,ZEUS 811
PI05831EB01A14613F01,印尼隆輝,"811",SNI,素黑,AL29水漂,藍,L,ZEUS 811
PI05831EB01A14613G01,印尼隆輝,"811",SNI,素黑,AL29水漂,藍,XL,ZEUS 811
PI05831EB01A1461BE01,印尼隆輝,"811",SNI,素黑,AL29水漂,紅,M,ZEUS 811
PI05831EB01A1461BF01,印尼隆輝,"811",SNI,素黑,AL29水漂,紅,L,ZEUS 811
PI05831EB01A1461BG01,印尼隆輝,"811",SNI,素黑,AL29水漂,紅,XL,ZEUS 811
PI05831EB01A1461HE01,印尼隆輝,"811",SNI,素黑,AL29水漂,螢光黃,M,ZEUS 811
PI05831EB01A1461HF01,印尼隆輝,"811",SNI,素黑,AL29水漂,螢光黃,L,ZEUS 811
PI05831EB01A1461HG01,印尼隆輝,"811",SNI,素黑,AL29水漂,螢光黃,XL,ZEUS 811
PI05831EB01A18713E01,印尼隆輝,"811",SNI,素黑,AL35水漂,藍,M,ZEUS 811
PI05831EB01A18713F01,印尼隆輝,"811",SNI,素黑,AL35水漂,藍,L,ZEUS 811
PI05831EB01A18713G01,印尼隆輝,"811",SNI,素黑,AL35水漂,藍,XL,ZEUS 811
PI05831EB01A1871BE01,印尼隆輝,"811",SNI,素黑,AL35水漂,紅,M,ZEUS 811
PI05831EB01A1871BF01,印尼隆輝,"811",SNI,素黑,AL35水漂,紅,L,ZEUS 811
PI05831EB01A1871BG01,印尼隆輝,"811",SNI,素黑,AL35水漂,紅,XL,ZEUS 811
PI05831EB01A29010E01,印尼隆輝,"811",SNI,素黑,AL48水漂,白,M,ZEUS 811
PI05831EB01A29010F01,印尼隆輝,"811",SNI,素黑,AL48水漂,白,L,ZEUS 811
PI05831EB01A29010G01,印尼隆輝,"811",SNI,素黑,AL48水漂,白,XL,ZEUS 811
PI05831EB01A29013E01,印尼隆輝,"811",SNI,素黑,AL48水漂,藍,M,ZEUS 811
PI05831EB01A29013F01,印尼隆輝,"811",SNI,素黑,AL48水漂,藍,L,ZEUS 811
PI05831EB01A29013G01,印尼隆輝,"811",SNI,素黑,AL48水漂,藍,XL,ZEUS 811
PI05831EB01A2901BE01,印尼隆輝,"811",SNI,素黑,AL48水漂,紅,M,ZEUS 811
PI05831EB01A2901BF01,印尼隆輝,"811",SNI,素黑,AL48水漂,紅,L,ZEUS 811
PI05831EB01A2901BG01,印尼隆輝,"811",SNI,素黑,AL48水漂,紅,XL,ZEUS 811
PI05831EB01A290B1E01,印尼隆輝,"811",SNI,素黑,AL48水漂,黑銀,M,ZEUS 811
PI05831EB01A290B1F01,印尼隆輝,"811",SNI,素黑,AL48水漂,黑銀,L,ZEUS 811
PI05831EB01A290B1G01,印尼隆輝,"811",SNI,素黑,AL48水漂,黑銀,XL,ZEUS 811
PI05831EB01A29413E01,印尼隆輝,"811",SNI,素黑,AL47水漂,藍,M,ZEUS 811
PI05831EB01A29413F01,印尼隆輝,"811",SNI,素黑,AL47水漂,藍,L,ZEUS 811
PI05831EB01A29413G01,印尼隆輝,"811",SNI,素黑,AL47水漂,藍,XL,ZEUS 811
PI05831EB01A2941BE01,印尼隆輝,"811",SNI,素黑,AL47水漂,紅,M,ZEUS 811
PI05831EB01A2941BF01,印尼隆輝,"811",SNI,素黑,AL47水漂,紅,L,ZEUS 811
PI05831EB01A2941BG01,印尼隆輝,"811",SNI,素黑,AL47水漂,紅,XL,ZEUS 811
PI05831EB05000000E01,印尼隆輝,"811",SNI,彈性黑,素色,素色,M,ZEUS 811
PI05831EB05000000F01,印尼隆輝,"811",SNI,彈性黑,素色,素色,L,ZEUS 811
PI05831EB05000000G01,印尼隆輝,"811",SNI,彈性黑,素色,素色,XL,ZEUS 811
PI05831EB05A047A2E01,印尼隆輝,"811",SNI,彈性黑,AL6水漂,白紅,M,ZEUS 811
PI05831EB05A047A2F01,印尼隆輝,"811",SNI,彈性黑,AL6水漂,白紅,L,ZEUS 811
PI05831EB05A047A2G01,印尼隆輝,"811",SNI,彈性黑,AL6水漂,白紅,XL,ZEUS 811
PI05831EB05A091B3E01,印尼隆輝,"811",SNI,彈性黑,AL12水漂,黑紅,M,ZEUS 811
PI05831EB05A091B3F01,印尼隆輝,"811",SNI,彈性黑,AL12水漂,黑紅,L,ZEUS 811
PI05831EB05A091B3G01,印尼隆輝,"811",SNI,彈性黑,AL12水漂,黑紅,XL,ZEUS 811
PI05831EB05A1301BE01,印尼隆輝,"811",SNI,彈性黑,AL28水漂,紅,M,ZEUS 811
PI05831EB05A1301BF01,印尼隆輝,"811",SNI,彈性黑,AL28水漂,紅,L,ZEUS 811
PI05831EB05A1301BG01,印尼隆輝,"811",SNI,彈性黑,AL28水漂,紅,XL,ZEUS 811
PI05831EB05A18713E01,印尼隆輝,"811",SNI,彈性黑,AL35水漂,藍,M,ZEUS 811
PI05831EB05A18713F01,印尼隆輝,"811",SNI,彈性黑,AL35水漂,藍,L,ZEUS 811
PI05831EB05A18713G01,印尼隆輝,"811",SNI,彈性黑,AL35水漂,藍,XL,ZEUS 811
PI05831EB05A1871BE01,印尼隆輝,"811",SNI,彈性黑,AL35水漂,紅,M,ZEUS 811
PI05831EB05A1871BF01,印尼隆輝,"811",SNI,彈性黑,AL35水漂,紅,L,ZEUS 811
PI05831EB05A1871BG01,印尼隆輝,"811",SNI,彈性黑,AL35水漂,紅,XL,ZEUS 811
PI05831EB07000000E01,印尼隆輝,"811",SNI,抗刮消光黑,素色,素色,M,ZEUS 811
PI05831EB07000000F01,印尼隆輝,"811",SNI,抗刮消光黑,素色,素色,L,ZEUS 811
PI05831EB07000000G01,印尼隆輝,"811",SNI,抗刮消光黑,素色,素色,XL,ZEUS 811
PI05831EB07A047A2E01,印尼隆輝,"811",SNI,抗刮消光黑,AL6水漂,白紅,M,ZEUS 811
PI05831EB07A047A2F01,印尼隆輝,"811",SNI,抗刮消光黑,AL6水漂,白紅,L,ZEUS 811
PI05831EB07A047A2G01,印尼隆輝,"811",SNI,抗刮消光黑,AL6水漂,白紅,XL,ZEUS 811
PI05831EB07A091B3E01,印尼隆輝,"811",SNI,抗刮消光黑,AL12水漂,黑紅,M,ZEUS 811
PI05831EB07A091B3F01,印尼隆輝,"811",SNI,抗刮消光黑,AL12水漂,黑紅,L,ZEUS 811
PI05831EB07A091B3G01,印尼隆輝,"811",SNI,抗刮消光黑,AL12水漂,黑紅,XL,ZEUS 811
PI05831EB07A1461HE01,印尼隆輝,"811",SNI,抗刮消光黑,AL29水漂,螢光黃,M,ZEUS 811
PI05831EB07A1461HF01,印尼隆輝,"811",SNI,抗刮消光黑,AL29水漂,螢光黃,L,ZEUS 811
PI05831EB07A1461HG01,印尼隆輝,"811",SNI,抗刮消光黑,AL29水漂,螢光黃,XL,ZEUS 811
PI05831EB07A18713D01,印尼隆輝,"811",SNI,抗刮消光黑,AL35水漂,藍,S,ZEUS 811
PI05831EB07A18713E01,印尼隆輝,"811",SNI,抗刮消光黑,AL35水漂,藍,M,ZEUS 811
PI05831EB07A18713F01,印尼隆輝,"811",SNI,抗刮消光黑,AL35水漂,藍,L,ZEUS 811
PI05831EB07A2941BE01,印尼隆輝,"811",SNI,抗刮消光黑,AL47水漂,紅,M,ZEUS 811
PI05831EB07A2941BF01,印尼隆輝,"811",SNI,抗刮消光黑,AL47水漂,紅,L,ZEUS 811
PI05831EB07A2941BG01,印尼隆輝,"811",SNI,抗刮消光黑,AL47水漂,紅,XL,ZEUS 811
PI05831EB07J0241BE01,印尼隆輝,"811",SNI,抗刮消光黑,J20水漂,紅,M,ZEUS 811
PI05831EB07J0241BF01,印尼隆輝,"811",SNI,抗刮消光黑,J20水漂,紅,L,ZEUS 811
